userid;bussines_u;overall_sat_scale;overall_sat_binary;stay_customer;buy_again;rec_product;sat_reliablility;sat_handling;sat_transparency;sat_flexibility;sat_presentation;sat_uptodateness;sat_regular_visits;sat_price;sat_seriousness;PRE_1;PGR_1
1.000000000000;1.000000000000;5.000000000000;0.000000000000;5.000000000000;4.000000000000;5.000000000000;6.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;5.000000000000;0.186507712511;0.000000000000
2.000000000000;1.000000000000;5.000000000000;0.000000000000;4.000000000000;3.000000000000;4.000000000000;5.000000000000;4.000000000000;7.000000000000;5.000000000000;3.000000000000;;1.000000000000;5.000000000000;7.000000000000;;
2.000000000000;1.000000000000;5.000000000000;0.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;6.000000000000;4.000000000000;5.000000000000;;5.000000000000;6.000000000000;6.000000000000;;
3.000000000000;1.000000000000;6.000000000000;1.000000000000;6.000000000000;6.000000000000;6.000000000000;7.000000000000;6.000000000000;;;5.000000000000;;6.000000000000;;6.000000000000;;
4.000000000000;1.000000000000;4.000000000000;0.000000000000;6.000000000000;6.000000000000;6.000000000000;5.000000000000;2.000000000000;4.000000000000;3.000000000000;6.000000000000;6.000000000000;4.000000000000;3.000000000000;6.000000000000;0.210080544416;0.000000000000
4.000000000000;1.000000000000;2.000000000000;0.000000000000;3.000000000000;3.000000000000;3.000000000000;;5.000000000000;4.000000000000;;4.000000000000;;5.000000000000;5.000000000000;3.000000000000;;
5.000000000000;1.000000000000;6.000000000000;1.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;7.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;4.000000000000;6.000000000000;0.925601972782;1.000000000000
5.000000000000;1.000000000000;5.000000000000;0.000000000000;4.000000000000;6.000000000000;6.000000000000;;;6.000000000000;;6.000000000000;;;4.000000000000;;;
6.000000000000;1.000000000000;6.000000000000;1.000000000000;4.000000000000;5.000000000000;6.000000000000;6.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;2.000000000000;6.000000000000;0.291831240239;0.000000000000
7.000000000000;1.000000000000;3.000000000000;0.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;6.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;0.007662691407;0.000000000000
7.000000000000;1.000000000000;3.000000000000;0.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;5.000000000000;0.012719875211;0.000000000000
8.000000000000;1.000000000000;6.000000000000;1.000000000000;3.000000000000;4.000000000000;3.000000000000;6.000000000000;6.000000000000;5.000000000000;4.000000000000;5.000000000000;;4.000000000000;1.000000000000;7.000000000000;;
8.000000000000;1.000000000000;7.000000000000;1.000000000000;5.000000000000;5.000000000000;5.000000000000;6.000000000000;6.000000000000;5.000000000000;5.000000000000;3.000000000000;;4.000000000000;6.000000000000;7.000000000000;;
9.000000000000;1.000000000000;6.000000000000;1.000000000000;7.000000000000;7.000000000000;7.000000000000;7.000000000000;6.000000000000;5.000000000000;7.000000000000;7.000000000000;7.000000000000;7.000000000000;6.000000000000;7.000000000000;0.996693439867;1.000000000000
9.000000000000;1.000000000000;3.000000000000;0.000000000000;1.000000000000;1.000000000000;1.000000000000;2.000000000000;2.000000000000;3.000000000000;4.000000000000;3.000000000000;2.000000000000;2.000000000000;5.000000000000;5.000000000000;0.000125575717;0.000000000000
10.000000000000;1.000000000000;4.000000000000;0.000000000000;5.000000000000;4.000000000000;5.000000000000;6.000000000000;5.000000000000;5.000000000000;5.000000000000;6.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;0.703537260990;1.000000000000
10.000000000000;1.000000000000;5.000000000000;0.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;2.000000000000;5.000000000000;3.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;0.089581377699;0.000000000000
11.000000000000;1.000000000000;5.000000000000;0.000000000000;5.000000000000;5.000000000000;6.000000000000;5.000000000000;5.000000000000;6.000000000000;5.000000000000;5.000000000000;6.000000000000;3.000000000000;3.000000000000;6.000000000000;0.267275255835;0.000000000000
11.000000000000;1.000000000000;5.000000000000;0.000000000000;5.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;6.000000000000;5.000000000000;4.000000000000;5.000000000000;3.000000000000;3.000000000000;6.000000000000;0.116416354673;0.000000000000
12.000000000000;1.000000000000;7.000000000000;1.000000000000;7.000000000000;7.000000000000;7.000000000000;6.000000000000;6.000000000000;7.000000000000;7.000000000000;7.000000000000;;7.000000000000;6.000000000000;7.000000000000;;
12.000000000000;1.000000000000;2.000000000000;0.000000000000;1.000000000000;1.000000000000;3.000000000000;2.000000000000;6.000000000000;;6.000000000000;1.000000000000;;;1.000000000000;6.000000000000;;
13.000000000000;1.000000000000;6.000000000000;1.000000000000;3.000000000000;6.000000000000;5.000000000000;6.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;3.000000000000;3.000000000000;6.000000000000;0.590577088817;1.000000000000
14.000000000000;1.000000000000;5.000000000000;0.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;7.000000000000;3.000000000000;0.008458212579;0.000000000000
14.000000000000;1.000000000000;6.000000000000;1.000000000000;7.000000000000;6.000000000000;6.000000000000;7.000000000000;6.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;5.000000000000;0.661393592816;1.000000000000
15.000000000000;1.000000000000;6.000000000000;1.000000000000;6.000000000000;7.000000000000;6.000000000000;6.000000000000;6.000000000000;7.000000000000;7.000000000000;5.000000000000;6.000000000000;4.000000000000;5.000000000000;7.000000000000;0.900136927580;1.000000000000
15.000000000000;1.000000000000;4.000000000000;0.000000000000;3.000000000000;2.000000000000;2.000000000000;3.000000000000;3.000000000000;7.000000000000;5.000000000000;5.000000000000;4.000000000000;2.000000000000;5.000000000000;4.000000000000;0.009695338743;0.000000000000
16.000000000000;1.000000000000;5.000000000000;0.000000000000;6.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;6.000000000000;6.000000000000;;6.000000000000;5.000000000000;7.000000000000;;
17.000000000000;1.000000000000;5.000000000000;0.000000000000;4.000000000000;5.000000000000;5.000000000000;6.000000000000;5.000000000000;5.000000000000;4.000000000000;5.000000000000;;7.000000000000;3.000000000000;6.000000000000;;
18.000000000000;1.000000000000;5.000000000000;0.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;6.000000000000;5.000000000000;;5.000000000000;4.000000000000;6.000000000000;;
19.000000000000;1.000000000000;6.000000000000;1.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;6.000000000000;7.000000000000;4.000000000000;7.000000000000;6.000000000000;0.956871381306;1.000000000000
